order_item_id,order_id,product_data,quantity,is_selected,createdAt,updatedAt
0fc14493-6c1b-4518-9f44-af8a1bc149b9,d4e84805-f0f1-4281-b426-7748eb40ce59,"{""id"":6,""sku"":""DZM2JQZE"",""meta"":{""qrCode"":""https://assets.dummyjson.com/public/qr-code.png"",""barcode"":""2210136215089"",""createdAt"":""2024-05-23T08:56:21.619Z"",""updatedAt"":""2024-05-23T08:56:21.619Z""},""tags"":[""fragrances"",""perfumes""],""brand"":""Calvin Klein"",""price"":49.99,""stock"":17,""title"":""Calvin Klein CK One"",""images"":[""https://cdn.dummyjson.com/products/images/fragrances/Calvin%20Klein%20CK%20One/1.png"",""https://cdn.dummyjson.com/products/images/fragrances/Calvin%20Klein%20CK%20One/2.png"",""https://cdn.dummyjson.com/products/images/fragrances/Calvin%20Klein%20CK%20One/3.png""],""rating"":4.85,""weight"":5,""reviews"":[{""date"":""2024-05-23T08:56:21.619Z"",""rating"":5,""comment"":""Great value for money!"",""reviewerName"":""Sophia Brown"",""reviewerEmail"":""sophia.brown@x.dummyjson.com""},{""date"":""2024-05-23T08:56:21.619Z"",""rating"":3,""comment"":""Very disappointed!"",""reviewerName"":""Madison Collins"",""reviewerEmail"":""madison.collins@x.dummyjson.com""},{""date"":""2024-05-23T08:56:21.619Z"",""rating"":1,""comment"":""Poor quality!"",""reviewerName"":""Maya Reed"",""reviewerEmail"":""maya.reed@x.dummyjson.com""}],""category"":""fragrances"",""thumbnail"":""https://cdn.dummyjson.com/products/images/fragrances/Calvin%20Klein%20CK%20One/thumbnail.png"",""dimensions"":{""depth"":6.81,""width"":11.53,""height"":14.44},""description"":""CK One by Calvin Klein is a classic unisex fragrance, known for its fresh and clean scent. It's a versatile fragrance suitable for everyday wear."",""returnPolicy"":""No return policy"",""availabilityStatus"":""In Stock"",""discountPercentage"":0.32,""shippingInformation"":""Ships overnight"",""warrantyInformation"":""5 year warranty"",""minimumOrderQuantity"":20}",1,true,2024-11-29 17:53:48.304+00,2024-11-29 17:53:48.304+00
32307eb4-c6e1-4439-ae56-f1edfc5665f1,d4e84805-f0f1-4281-b426-7748eb40ce59,"{""id"":3,""sku"":""9EN8WLT2"",""meta"":{""qrCode"":""https://assets.dummyjson.com/public/qr-code.png"",""barcode"":""0516267971277"",""createdAt"":""2024-05-23T08:56:21.618Z"",""updatedAt"":""2024-05-23T08:56:21.618Z""},""tags"":[""beauty"",""face powder""],""brand"":""Velvet Touch"",""price"":14.99,""stock"":59,""title"":""Powder Canister"",""images"":[""https://cdn.dummyjson.com/products/images/beauty/Powder%20Canister/1.png""],""rating"":3.82,""weight"":8,""reviews"":[{""date"":""2024-05-23T08:56:21.618Z"",""rating"":5,""comment"":""Very happy with my purchase!"",""reviewerName"":""Ethan Thompson"",""reviewerEmail"":""ethan.thompson@x.dummyjson.com""},{""date"":""2024-05-23T08:56:21.618Z"",""rating"":4,""comment"":""Great value for money!"",""reviewerName"":""Levi Hicks"",""reviewerEmail"":""levi.hicks@x.dummyjson.com""},{""date"":""2024-05-23T08:56:21.618Z"",""rating"":5,""comment"":""Highly impressed!"",""reviewerName"":""Hazel Gardner"",""reviewerEmail"":""hazel.gardner@x.dummyjson.com""}],""category"":""beauty"",""thumbnail"":""https://cdn.dummyjson.com/products/images/beauty/Powder%20Canister/thumbnail.png"",""dimensions"":{""depth"":11.07,""width"":24.16,""height"":10.7},""description"":""The Powder Canister is a finely milled setting powder designed to set makeup and control shine. With a lightweight and translucent formula, it provides a smooth and matte finish."",""returnPolicy"":""60 days return policy"",""availabilityStatus"":""In Stock"",""discountPercentage"":18.14,""shippingInformation"":""Ships in 1-2 business days"",""warrantyInformation"":""2 year warranty"",""minimumOrderQuantity"":25}",1,true,2024-11-29 17:53:48.303+00,2024-11-29 17:53:48.303+00
47b1ce82-beca-49ab-96af-89fd83614442,e6f3a806-afc2-427d-8c56-0b97a5563d99,"{""id"":92,""sku"":""1SFJZOT2"",""meta"":{""qrCode"":""https://assets.dummyjson.com/public/qr-code.png"",""barcode"":""0839375107303"",""createdAt"":""2024-05-23T08:56:21.623Z"",""updatedAt"":""2024-05-23T08:56:21.623Z""},""tags"":[""footwear"",""casual shoes""],""brand"":""Off White"",""price"":109.99,""stock"":75,""title"":""Sports Sneakers Off White Red"",""images"":[""https://cdn.dummyjson.com/products/images/mens-shoes/Sports%20Sneakers%20Off%20White%20Red/1.png"",""https://cdn.dummyjson.com/products/images/mens-shoes/Sports%20Sneakers%20Off%20White%20Red/2.png"",""https://cdn.dummyjson.com/products/images/mens-shoes/Sports%20Sneakers%20Off%20White%20Red/3.png"",""https://cdn.dummyjson.com/products/images/mens-shoes/Sports%20Sneakers%20Off%20White%20Red/4.png""],""rating"":2.95,""weight"":4,""reviews"":[{""date"":""2024-05-23T08:56:21.623Z"",""rating"":5,""comment"":""Fast shipping!"",""reviewerName"":""Madeline Simpson"",""reviewerEmail"":""madeline.simpson@x.dummyjson.com""},{""date"":""2024-05-23T08:56:21.623Z"",""rating"":5,""comment"":""Awesome product!"",""reviewerName"":""Mateo Nguyen"",""reviewerEmail"":""mateo.nguyen@x.dummyjson.com""},{""date"":""2024-05-23T08:56:21.623Z"",""rating"":4,""comment"":""Very pleased!"",""reviewerName"":""Ethan Fletcher"",""reviewerEmail"":""ethan.fletcher@x.dummyjson.com""}],""category"":""mens-shoes"",""thumbnail"":""https://cdn.dummyjson.com/products/images/mens-shoes/Sports%20Sneakers%20Off%20White%20Red/thumbnail.png"",""dimensions"":{""depth"":28.56,""width"":18.32,""height"":19.34},""description"":""Another variant of the Sports Sneakers in Off White Red, featuring a unique design. These sneakers offer style and comfort for casual occasions."",""returnPolicy"":""No return policy"",""availabilityStatus"":""In Stock"",""discountPercentage"":17.22,""shippingInformation"":""Ships in 1 week"",""warrantyInformation"":""No warranty"",""minimumOrderQuantity"":3}",1,true,2024-11-28 15:44:14.416+00,2024-11-28 15:44:14.416+00
6bc2eb8f-af06-4fca-9c39-a9d6a50ee588,d4e84805-f0f1-4281-b426-7748eb40ce59,"{""id"":4,""sku"":""O5IF1NTA"",""meta"":{""qrCode"":""https://assets.dummyjson.com/public/qr-code.png"",""barcode"":""9444582199406"",""createdAt"":""2024-05-23T08:56:21.619Z"",""updatedAt"":""2024-05-23T08:56:21.619Z""},""tags"":[""beauty"",""lipstick""],""brand"":""Chic Cosmetics"",""price"":12.99,""stock"":68,""title"":""Red Lipstick"",""images"":[""https://cdn.dummyjson.com/products/images/beauty/Red%20Lipstick/1.png""],""rating"":2.51,""weight"":5,""reviews"":[{""date"":""2024-05-23T08:56:21.619Z"",""rating"":5,""comment"":""Great product!"",""reviewerName"":""Leo Rivera"",""reviewerEmail"":""leo.rivera@x.dummyjson.com""},{""date"":""2024-05-23T08:56:21.619Z"",""rating"":4,""comment"":""Very pleased!"",""reviewerName"":""Oscar Powers"",""reviewerEmail"":""oscar.powers@x.dummyjson.com""},{""date"":""2024-05-23T08:56:21.619Z"",""rating"":5,""comment"":""Very pleased!"",""reviewerName"":""Carter Rivera"",""reviewerEmail"":""carter.rivera@x.dummyjson.com""}],""category"":""beauty"",""thumbnail"":""https://cdn.dummyjson.com/products/images/beauty/Red%20Lipstick/thumbnail.png"",""dimensions"":{""depth"":14.6,""width"":14.37,""height"":13.94},""description"":""The Red Lipstick is a classic and bold choice for adding a pop of color to your lips. With a creamy and pigmented formula, it provides a vibrant and long-lasting finish."",""returnPolicy"":""90 days return policy"",""availabilityStatus"":""In Stock"",""discountPercentage"":19.03,""shippingInformation"":""Ships in 2 weeks"",""warrantyInformation"":""Lifetime warranty"",""minimumOrderQuantity"":6}",1,true,2024-11-29 17:53:48.304+00,2024-11-29 17:53:48.304+00
6ed1215b-5d29-4ea2-bbd3-6f6c6bcd3dab,e6f3a806-afc2-427d-8c56-0b97a5563d99,"{""id"":21,""sku"":""6KGF2K6Z"",""meta"":{""qrCode"":""https://assets.dummyjson.com/public/qr-code.png"",""barcode"":""2597004869708"",""createdAt"":""2024-05-23T08:56:21.620Z"",""updatedAt"":""2024-05-23T08:56:21.620Z""},""tags"":[""vegetables""],""price"":1.49,""stock"":22,""title"":""Cucumber"",""images"":[""https://cdn.dummyjson.com/products/images/groceries/Cucumber/1.png""],""rating"":4.71,""weight"":9,""reviews"":[{""date"":""2024-05-23T08:56:21.620Z"",""rating"":4,""comment"":""Very satisfied!"",""reviewerName"":""Elijah Hill"",""reviewerEmail"":""elijah.hill@x.dummyjson.com""},{""date"":""2024-05-23T08:56:21.620Z"",""rating"":5,""comment"":""Fast shipping!"",""reviewerName"":""Liam Garcia"",""reviewerEmail"":""liam.garcia@x.dummyjson.com""},{""date"":""2024-05-23T08:56:21.620Z"",""rating"":4,""comment"":""Excellent quality!"",""reviewerName"":""Ella Cook"",""reviewerEmail"":""ella.cook@x.dummyjson.com""}],""category"":""groceries"",""thumbnail"":""https://cdn.dummyjson.com/products/images/groceries/Cucumber/thumbnail.png"",""dimensions"":{""depth"":8.18,""width"":11.04,""height"":20.5},""description"":""Crisp and hydrating cucumbers, ideal for salads, snacks, or as a refreshing side."",""returnPolicy"":""30 days return policy"",""availabilityStatus"":""In Stock"",""discountPercentage"":11.44,""shippingInformation"":""Ships overnight"",""warrantyInformation"":""5 year warranty"",""minimumOrderQuantity"":7}",1,true,2024-11-28 15:44:14.415+00,2024-11-28 15:44:14.415+00
7790e788-b722-43ae-99a7-a001f3047fed,000b92d9-06a7-464e-9dbe-fde32bddd06c,"{""id"":83,""sku"":""6RJDTVCU"",""meta"":{""qrCode"":""https://assets.dummyjson.com/public/qr-code.png"",""barcode"":""8840720880947"",""createdAt"":""2024-05-23T08:56:21.623Z"",""updatedAt"":""2024-05-23T08:56:21.623Z""},""tags"":[""clothing"",""men's shirts""],""brand"":""Fashion Trends"",""price"":29.99,""stock"":44,""title"":""Blue & Black Check Shirt"",""images"":[""https://cdn.dummyjson.com/products/images/mens-shirts/Blue%20&%20Black%20Check%20Shirt/1.png"",""https://cdn.dummyjson.com/products/images/mens-shirts/Blue%20&%20Black%20Check%20Shirt/2.png"",""https://cdn.dummyjson.com/products/images/mens-shirts/Blue%20&%20Black%20Check%20Shirt/3.png"",""https://cdn.dummyjson.com/products/images/mens-shirts/Blue%20&%20Black%20Check%20Shirt/4.png""],""rating"":4.19,""weight"":6,""reviews"":[{""date"":""2024-05-23T08:56:21.623Z"",""rating"":4,""comment"":""Highly recommended!"",""reviewerName"":""Mason Parker"",""reviewerEmail"":""mason.parker@x.dummyjson.com""},{""date"":""2024-05-23T08:56:21.623Z"",""rating"":5,""comment"":""Highly impressed!"",""reviewerName"":""Avery Perez"",""reviewerEmail"":""avery.perez@x.dummyjson.com""},{""date"":""2024-05-23T08:56:21.623Z"",""rating"":5,""comment"":""Fast shipping!"",""reviewerName"":""Nathan Reed"",""reviewerEmail"":""nathan.reed@x.dummyjson.com""}],""category"":""mens-shirts"",""thumbnail"":""https://cdn.dummyjson.com/products/images/mens-shirts/Blue%20&%20Black%20Check%20Shirt/thumbnail.png"",""dimensions"":{""depth"":20.88,""width"":17.25,""height"":27.31},""description"":""The Blue & Black Check Shirt is a stylish and comfortable men's shirt featuring a classic check pattern. Made from high-quality fabric, it's suitable for both casual and semi-formal occasions."",""returnPolicy"":""7 days return policy"",""availabilityStatus"":""In Stock"",""discountPercentage"":1.41,""shippingInformation"":""Ships in 1 month"",""warrantyInformation"":""No warranty"",""minimumOrderQuantity"":4}",1,true,2024-12-03 18:44:13.042+00,2024-12-03 18:44:13.042+00
8448f804-3984-4938-a455-fa727287e9fb,d4e84805-f0f1-4281-b426-7748eb40ce59,"{""id"":14,""sku"":""RKHVJ4FE"",""meta"":{""qrCode"":""https://assets.dummyjson.com/public/qr-code.png"",""barcode"":""0726316339746"",""createdAt"":""2024-05-23T08:56:21.620Z"",""updatedAt"":""2024-05-23T08:56:21.620Z""},""tags"":[""furniture"",""office chairs""],""brand"":""Knoll"",""price"":499.99,""stock"":47,""title"":""Knoll Saarinen Executive Conference Chair"",""images"":[""https://cdn.dummyjson.com/products/images/furniture/Knoll%20Saarinen%20Executive%20Conference%20Chair/1.png"",""https://cdn.dummyjson.com/products/images/furniture/Knoll%20Saarinen%20Executive%20Conference%20Chair/2.png"",""https://cdn.dummyjson.com/products/images/furniture/Knoll%20Saarinen%20Executive%20Conference%20Chair/3.png""],""rating"":4.11,""weight"":3,""reviews"":[{""date"":""2024-05-23T08:56:21.620Z"",""rating"":4,""comment"":""Very happy with my purchase!"",""reviewerName"":""Leah Gutierrez"",""reviewerEmail"":""leah.gutierrez@x.dummyjson.com""},{""date"":""2024-05-23T08:56:21.620Z"",""rating"":4,""comment"":""Would buy again!"",""reviewerName"":""Nolan Gonzalez"",""reviewerEmail"":""nolan.gonzalez@x.dummyjson.com""},{""date"":""2024-05-23T08:56:21.620Z"",""rating"":2,""comment"":""Waste of money!"",""reviewerName"":""Stella Morris"",""reviewerEmail"":""stella.morris@x.dummyjson.com""}],""category"":""furniture"",""thumbnail"":""https://cdn.dummyjson.com/products/images/furniture/Knoll%20Saarinen%20Executive%20Conference%20Chair/thumbnail.png"",""dimensions"":{""depth"":29.07,""width"":16.59,""height"":21.46},""description"":""The Knoll Saarinen Executive Conference Chair is a modern and ergonomic chair, perfect for your office or conference room with its timeless design."",""returnPolicy"":""30 days return policy"",""availabilityStatus"":""In Stock"",""discountPercentage"":15.23,""shippingInformation"":""Ships in 3-5 business days"",""warrantyInformation"":""Lifetime warranty"",""minimumOrderQuantity"":5}",1,true,2024-11-29 17:53:48.304+00,2024-11-29 17:53:48.304+00
893db160-b1a4-4925-b224-5fb8b0912812,000b92d9-06a7-464e-9dbe-fde32bddd06c,"{""id"":85,""sku"":""TWL7HRBB"",""meta"":{""qrCode"":""https://assets.dummyjson.com/public/qr-code.png"",""barcode"":""9383795178668"",""createdAt"":""2024-05-23T08:56:21.623Z"",""updatedAt"":""2024-05-23T08:56:21.623Z""},""tags"":[""clothing"",""men's shirts""],""brand"":""Classic Wear"",""price"":34.99,""stock"":65,""title"":""Man Plaid Shirt"",""images"":[""https://cdn.dummyjson.com/products/images/mens-shirts/Man%20Plaid%20Shirt/1.png"",""https://cdn.dummyjson.com/products/images/mens-shirts/Man%20Plaid%20Shirt/2.png"",""https://cdn.dummyjson.com/products/images/mens-shirts/Man%20Plaid%20Shirt/3.png"",""https://cdn.dummyjson.com/products/images/mens-shirts/Man%20Plaid%20Shirt/4.png""],""rating"":3.66,""weight"":1,""reviews"":[{""date"":""2024-05-23T08:56:21.623Z"",""rating"":3,""comment"":""Would not buy again!"",""reviewerName"":""Nora Mills"",""reviewerEmail"":""nora.mills@x.dummyjson.com""},{""date"":""2024-05-23T08:56:21.623Z"",""rating"":1,""comment"":""Very disappointed!"",""reviewerName"":""Addison Ward"",""reviewerEmail"":""addison.ward@x.dummyjson.com""},{""date"":""2024-05-23T08:56:21.623Z"",""rating"":4,""comment"":""Awesome product!"",""reviewerName"":""Emily Brown"",""reviewerEmail"":""emily.brown@x.dummyjson.com""}],""category"":""mens-shirts"",""thumbnail"":""https://cdn.dummyjson.com/products/images/mens-shirts/Man%20Plaid%20Shirt/thumbnail.png"",""dimensions"":{""depth"":7.77,""width"":29.56,""height"":29.84},""description"":""The Man Plaid Shirt is a timeless and versatile men's shirt with a classic plaid pattern. Its comfortable fit and casual style make it a wardrobe essential for various occasions."",""returnPolicy"":""30 days return policy"",""availabilityStatus"":""In Stock"",""discountPercentage"":17.53,""shippingInformation"":""Ships in 1 week"",""warrantyInformation"":""Lifetime warranty"",""minimumOrderQuantity"":1}",1,true,2024-12-03 18:44:13.042+00,2024-12-03 18:44:13.042+00
8e18ee1e-02be-4ff0-9655-cfbe5866f315,e6f3a806-afc2-427d-8c56-0b97a5563d99,"{""id"":137,""sku"":""QLDVAXMJ"",""meta"":{""qrCode"":""https://assets.dummyjson.com/public/qr-code.png"",""barcode"":""2510402973927"",""createdAt"":""2024-05-23T08:56:21.625Z"",""updatedAt"":""2024-05-23T08:56:21.625Z""},""tags"":[""sports equipment"",""american football""],""price"":19.99,""stock"":48,""title"":""American Football"",""images"":[""https://cdn.dummyjson.com/products/images/sports-accessories/American%20Football/1.png""],""rating"":3.78,""weight"":9,""reviews"":[{""date"":""2024-05-23T08:56:21.625Z"",""rating"":4,""comment"":""Excellent quality!"",""reviewerName"":""Jaxon Barnes"",""reviewerEmail"":""jaxon.barnes@x.dummyjson.com""},{""date"":""2024-05-23T08:56:21.625Z"",""rating"":4,""comment"":""Great product!"",""reviewerName"":""Aurora Lawson"",""reviewerEmail"":""aurora.lawson@x.dummyjson.com""},{""date"":""2024-05-23T08:56:21.625Z"",""rating"":4,""comment"":""Awesome product!"",""reviewerName"":""Evan Reed"",""reviewerEmail"":""evan.reed@x.dummyjson.com""}],""category"":""sports-accessories"",""thumbnail"":""https://cdn.dummyjson.com/products/images/sports-accessories/American%20Football/thumbnail.png"",""dimensions"":{""depth"":26.86,""width"":9.74,""height"":23.16},""description"":""The American Football is a classic ball used in American football games. It is designed for throwing and catching, making it an essential piece of equipment for the sport."",""returnPolicy"":""30 days return policy"",""availabilityStatus"":""In Stock"",""discountPercentage"":10.28,""shippingInformation"":""Ships in 2 weeks"",""warrantyInformation"":""1 month warranty"",""minimumOrderQuantity"":23}",1,true,2024-11-28 15:44:14.416+00,2024-11-28 15:44:14.416+00
a455bf5d-cfba-447c-9c57-2de71f2537a5,ce2be850-57ed-4922-94f6-0375e255ad1d,"{""id"":85,""sku"":""TWL7HRBB"",""meta"":{""qrCode"":""https://assets.dummyjson.com/public/qr-code.png"",""barcode"":""9383795178668"",""createdAt"":""2024-05-23T08:56:21.623Z"",""updatedAt"":""2024-05-23T08:56:21.623Z""},""tags"":[""clothing"",""men's shirts""],""brand"":""Classic Wear"",""price"":34.99,""stock"":65,""title"":""Man Plaid Shirt"",""images"":[""https://cdn.dummyjson.com/products/images/mens-shirts/Man%20Plaid%20Shirt/1.png"",""https://cdn.dummyjson.com/products/images/mens-shirts/Man%20Plaid%20Shirt/2.png"",""https://cdn.dummyjson.com/products/images/mens-shirts/Man%20Plaid%20Shirt/3.png"",""https://cdn.dummyjson.com/products/images/mens-shirts/Man%20Plaid%20Shirt/4.png""],""rating"":3.66,""weight"":1,""reviews"":[{""date"":""2024-05-23T08:56:21.623Z"",""rating"":3,""comment"":""Would not buy again!"",""reviewerName"":""Nora Mills"",""reviewerEmail"":""nora.mills@x.dummyjson.com""},{""date"":""2024-05-23T08:56:21.623Z"",""rating"":1,""comment"":""Very disappointed!"",""reviewerName"":""Addison Ward"",""reviewerEmail"":""addison.ward@x.dummyjson.com""},{""date"":""2024-05-23T08:56:21.623Z"",""rating"":4,""comment"":""Awesome product!"",""reviewerName"":""Emily Brown"",""reviewerEmail"":""emily.brown@x.dummyjson.com""}],""category"":""mens-shirts"",""thumbnail"":""https://cdn.dummyjson.com/products/images/mens-shirts/Man%20Plaid%20Shirt/thumbnail.png"",""dimensions"":{""depth"":7.77,""width"":29.56,""height"":29.84},""description"":""The Man Plaid Shirt is a timeless and versatile men's shirt with a classic plaid pattern. Its comfortable fit and casual style make it a wardrobe essential for various occasions."",""returnPolicy"":""30 days return policy"",""availabilityStatus"":""In Stock"",""discountPercentage"":17.53,""shippingInformation"":""Ships in 1 week"",""warrantyInformation"":""Lifetime warranty"",""minimumOrderQuantity"":1}",1,true,2024-11-28 15:29:27.799+00,2024-11-28 15:29:27.799+00
